Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
PHL,1984-03-01,1984-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7003,March,,14.001999999000,X
PHL,1984-04-01,1984-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7004,April,,14.001999999000,X
PHL,1984-05-01,1984-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7005,May,,14.001999999000,X
PHL,1984-06-01,1984-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7006,June,,17.402000000000,X
PHL,1984-07-01,1984-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7007,July,,18.002000000000,X
PHL,1984-08-01,1984-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7008,August,,18.002000000000,X
PHL,1984-09-01,1984-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7009,September,,18.002000000000,X
PHL,1984-10-01,1984-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7010,October,,19.148200000000,X
PHL,1984-11-01,1984-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7011,November,,19.959000000000,X
PHL,1984-12-01,1984-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1984,1984,7012,December,,19.859300000000,X
PHL,1985-01-01,1985-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7021,Annual value,,18.607341666500,X
PHL,1985-01-01,1985-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7001,January,,18.979400000000,X
PHL,1985-02-01,1985-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7002,February,,18.255700000000,X
PHL,1985-03-01,1985-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7003,March,,18.477799999000,X
PHL,1985-04-01,1985-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7004,April,,18.484100000000,X
PHL,1985-05-01,1985-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7005,May,,18.479999999000,X
PHL,1985-06-01,1985-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7006,June,,18.472700000000,X
PHL,1985-07-01,1985-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7007,July,,18.581000000000,X
PHL,1985-08-01,1985-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7008,August,,18.604700000000,X
PHL,1985-09-01,1985-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7009,September,,18.615700000000,X
PHL,1985-10-01,1985-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7010,October,,18.703900000000,X
PHL,1985-11-01,1985-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7011,November,,18.736800000000,X
PHL,1985-12-01,1985-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1985,1985,7012,December,,18.896300000000,X
PHL,1986-01-01,1986-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7021,Annual value,,20.385683333300,X
PHL,1986-01-01,1986-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7001,January,,19.041700000000,X
PHL,1986-02-01,1986-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7002,February,,20.460800000000,X
PHL,1986-03-01,1986-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7003,March,,20.781000000000,X
PHL,1986-04-01,1986-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7004,April,,20.504500000000,X
PHL,1986-05-01,1986-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7005,May,,20.500200000000,X
PHL,1986-06-01,1986-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7006,June,,20.552000000000,X
PHL,1986-07-01,1986-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7007,July,,20.454200000000,X
PHL,1986-08-01,1986-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7008,August,,20.431600000000,X
PHL,1986-09-01,1986-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7009,September,,20.509200000000,X
PHL,1986-10-01,1986-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7010,October,,20.437200000000,X
PHL,1986-11-01,1986-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7011,November,,20.436000000000,X
PHL,1986-12-01,1986-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1986,1986,7012,December,,20.519800000000,X
PHL,1987-01-01,1987-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7021,Annual value,,20.567675000000,X
PHL,1987-01-01,1987-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7001,January,,20.462900000000,X
PHL,1987-02-01,1987-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7002,February,,20.525200000000,X
PHL,1987-03-01,1987-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7003,March,,20.562500000000,X
PHL,1987-04-01,1987-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7004,April,,20.504800000000,X
PHL,1987-05-01,1987-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7005,May,,20.473200000000,X
PHL,1987-06-01,1987-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7006,June,,20.456400000000,X
PHL,1987-07-01,1987-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7007,July,,20.450000000000,X
PHL,1987-08-01,1987-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7008,August,,20.438700000000,X
PHL,1987-09-01,1987-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7009,September,,20.600500000000,X
PHL,1987-10-01,1987-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7010,October,,20.706000000000,X
PHL,1987-11-01,1987-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7011,November,,20.817100000000,X
PHL,1987-12-01,1987-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1987,1987,7012,December,,20.814800000000,X
PHL,1988-01-01,1988-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7021,Annual value,,21.094675000000,X
PHL,1988-01-01,1988-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7001,January,,20.846100000000,X
PHL,1988-02-01,1988-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7002,February,,20.903000000000,X
PHL,1988-03-01,1988-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7003,March,,21.027700000000,X
PHL,1988-04-01,1988-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7004,April,,21.029600000000,X
PHL,1988-05-01,1988-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7005,May,,20.954000000000,X
PHL,1988-06-01,1988-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7006,June,,20.948700000000,X
PHL,1988-07-01,1988-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7007,July,,21.024700000000,X
PHL,1988-08-01,1988-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7008,August,,21.059100000000,X
PHL,1988-09-01,1988-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7009,September,,21.248500000000,X
PHL,1988-10-01,1988-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7010,October,,21.361600000000,X
PHL,1988-11-01,1988-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7011,November,,21.377100000000,X
PHL,1988-12-01,1988-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1988,1988,7012,December,,21.356000000000,X
PHL,1989-01-01,1989-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7021,Annual value,,21.736683333300,X
PHL,1989-01-01,1989-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7001,January,,21.342100000000,X
PHL,1989-02-01,1989-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7002,February,,21.357400000000,X
PHL,1989-03-01,1989-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7003,March,,21.338800000000,X
PHL,1989-04-01,1989-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7004,April,,21.413600000000,X
PHL,1989-05-01,1989-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7005,May,,21.579600000000,X
PHL,1989-06-01,1989-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7006,June,,21.680000000000,X
PHL,1989-07-01,1989-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7007,July,,21.886500000000,X
PHL,1989-08-01,1989-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7008,August,,21.880000000000,X
PHL,1989-09-01,1989-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7009,September,,21.969100000000,X
PHL,1989-10-01,1989-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7010,October,,21.958900000000,X
PHL,1989-11-01,1989-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7011,November,,22.099000000000,X
PHL,1989-12-01,1989-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1989,1989,7012,December,,22.335200000000,X
PHL,1990-01-01,1990-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7021,Annual value,,24.310500000000,X
PHL,1990-01-01,1990-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7001,January,,22.464400000000,X
PHL,1990-02-01,1990-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7002,February,,22.624400000000,X
PHL,1990-03-01,1990-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7003,March,,22.759400000000,X
PHL,1990-04-01,1990-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7004,April,,22.760900000000,X
PHL,1990-05-01,1990-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7005,May,,22.901800000000,X
PHL,1990-06-01,1990-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7006,June,,23.102600000000,X
PHL,1990-07-01,1990-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7007,July,,23.563200000000,X
PHL,1990-08-01,1990-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7008,August,,24.447400000000,X
PHL,1990-09-01,1990-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7009,September,,25.351900000000,X
PHL,1990-10-01,1990-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7010,October,,25.750000000000,X
PHL,1990-11-01,1990-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7011,November,,28.000000000000,X
PHL,1990-12-01,1990-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1990,1990,7012,December,,28.000000000000,X
PHL,1991-01-01,1991-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7021,Annual value,,27.478633333300,X
PHL,1991-01-01,1991-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7001,January,,28.000000000000,X
PHL,1991-02-01,1991-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7002,February,,28.000000000000,X
PHL,1991-03-01,1991-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7003,March,,28.000000000000,X
PHL,1991-04-01,1991-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7004,April,,27.926100000000,X
PHL,1991-05-01,1991-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7005,May,,27.818600000000,X
PHL,1991-06-01,1991-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7006,June,,27.795500000000,X
PHL,1991-07-01,1991-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7007,July,,27.621000000000,X
PHL,1991-08-01,1991-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7008,August,,27.199500000000,X
PHL,1991-09-01,1991-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7009,September,,26.983400000000,X
PHL,1991-10-01,1991-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7010,October,,26.994600000000,X
PHL,1991-11-01,1991-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7011,November,,26.736600000000,X
PHL,1991-12-01,1991-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1991,1991,7012,December,,26.668300000000,X
PHL,1992-01-01,1992-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7021,Annual value,,25.512491666700,X
PHL,1992-01-01,1992-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7001,January,,26.544600000000,X
PHL,1992-02-01,1992-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7002,February,,26.158000000000,X
PHL,1992-03-01,1992-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7003,March,,25.810200000000,X
PHL,1992-04-01,1992-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7004,April,,25.667200000000,X
PHL,1992-05-01,1992-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7005,May,,26.149600000000,X
PHL,1992-06-01,1992-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7006,June,,26.120500000000,X
PHL,1992-07-01,1992-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7007,July,,25.261600000000,X
PHL,1992-08-01,1992-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7008,August,,24.669100000000,X
PHL,1992-09-01,1992-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7009,September,,24.726000000000,X
PHL,1992-10-01,1992-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7010,October,,24.784900000000,X
PHL,1992-11-01,1992-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7011,November,,24.936100000000,X
PHL,1992-12-01,1992-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1992,1992,7012,December,,25.322100000000,X
PHL,1993-01-01,1993-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7021,Annual value,,27.119841666700,X
PHL,1993-01-01,1993-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7001,January,,25.280000000000,X
PHL,1993-02-01,1993-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7002,February,,25.311600000000,X
PHL,1993-03-01,1993-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7003,March,,25.365600000000,X
PHL,1993-04-01,1993-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7004,April,,26.078000000000,X
PHL,1993-05-01,1993-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7005,May,,27.006400000000,X
PHL,1993-06-01,1993-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7006,June,,27.206300000000,X
PHL,1993-07-01,1993-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7007,July,,27.568800000000,X
PHL,1993-08-01,1993-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7008,August,,27.948900000000,X
PHL,1993-09-01,1993-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7009,September,,28.233700000000,X
PHL,1993-10-01,1993-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7010,October,,29.160000000000,X
PHL,1993-11-01,1993-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7011,November,,28.484900000000,X
PHL,1993-12-01,1993-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1993,1993,7012,December,,27.793900000000,X
PHL,1994-01-01,1994-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7021,Annual value,,26.417166666700,X
PHL,1994-01-01,1994-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7001,January,,27.724500000000,X
PHL,1994-02-01,1994-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7002,February,,27.646300000000,X
PHL,1994-03-01,1994-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7003,March,,27.587200000000,X
PHL,1994-04-01,1994-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7004,April,,27.529800000000,X
PHL,1994-05-01,1994-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7005,May,,27.053000000000,X
PHL,1994-06-01,1994-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7006,June,,26.975600000000,X
PHL,1994-07-01,1994-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7007,July,,26.460800000000,X
PHL,1994-08-01,1994-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7008,August,,26.313200000000,X
PHL,1994-09-01,1994-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7009,September,,25.911300000000,X
PHL,1994-10-01,1994-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7010,October,,25.394500000000,X
PHL,1994-11-01,1994-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7011,November,,24.264800000000,X
PHL,1994-12-01,1994-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1994,1994,7012,December,,24.145000000000,X
PHL,1995-01-01,1995-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7021,Annual value,,25.714466666700,X
PHL,1995-01-01,1995-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7001,January,,24.622300000000,X
PHL,1995-02-01,1995-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7002,February,,25.028200000000,X
PHL,1995-03-01,1995-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7003,March,,25.859000000000,X
PHL,1995-04-01,1995-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7004,April,,26.008000000000,X
PHL,1995-05-01,1995-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7005,May,,25.849300000000,X
PHL,1995-06-01,1995-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7006,June,,25.674200000000,X
PHL,1995-07-01,1995-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7007,July,,25.514000000000,X
PHL,1995-08-01,1995-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7008,August,,25.710900000000,X
PHL,1995-09-01,1995-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7009,September,,25.969200000000,X
PHL,1995-10-01,1995-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7010,October,,25.965400000000,X
PHL,1995-11-01,1995-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7011,November,,26.167100000000,X
PHL,1995-12-01,1995-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1995,1995,7012,December,,26.206000000000,X
PHL,1996-01-01,1996-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7021,Annual value,,26.216100000000,X
PHL,1996-01-01,1996-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7001,January,,26.216600000000,X
PHL,1996-02-01,1996-02-29,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7002,February,,26.158800000000,X
PHL,1996-03-01,1996-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7003,March,,26.195700000000,X
PHL,1996-04-01,1996-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7004,April,,26.189700000000,X
PHL,1996-05-01,1996-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7005,May,,26.175900000000,X
PHL,1996-06-01,1996-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7006,June,,26.194400000000,X
PHL,1996-07-01,1996-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7007,July,,26.199500000000,X
PHL,1996-08-01,1996-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7008,August,,26.199400000000,X
PHL,1996-09-01,1996-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7009,September,,26.235600000000,X
PHL,1996-10-01,1996-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7010,October,,26.269300000000,X
PHL,1996-11-01,1996-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7011,November,,26.265800000000,X
PHL,1996-12-01,1996-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1996,1996,7012,December,,26.292500000000,X
PHL,1997-01-01,1997-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7021,Annual value,,29.470658333300,X
PHL,1997-01-01,1997-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7001,January,,26.317300000000,X
PHL,1997-02-01,1997-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7002,February,,26.341100000000,X
PHL,1997-03-01,1997-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7003,March,,26.331900000000,X
PHL,1997-04-01,1997-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7004,April,,26.364200000000,X
PHL,1997-05-01,1997-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7005,May,,26.372100000000,X
PHL,1997-06-01,1997-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7006,June,,26.376100000000,X
PHL,1997-07-01,1997-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7007,July,,27.667900000000,X
PHL,1997-08-01,1997-08-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7008,August,,29.330500000000,X
PHL,1997-09-01,1997-09-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7009,September,,32.394500000000,X
PHL,1997-10-01,1997-10-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7010,October,,34.463900000000,X
PHL,1997-11-01,1997-11-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7011,November,,34.517800000000,X
PHL,1997-12-01,1997-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1997,1997,7012,December,,37.170600000000,X
PHL,1998-01-01,1998-12-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7021,Annual value,,40.893050000000,X
PHL,1998-01-01,1998-01-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7001,January,,42.661000000000,X
PHL,1998-02-01,1998-02-28,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7002,February,,40.414300000000,X
PHL,1998-03-01,1998-03-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7003,March,,39.004000000000,X
PHL,1998-04-01,1998-04-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7004,April,,38.442200000000,X
PHL,1998-05-01,1998-05-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7005,May,,39.297100000000,X
PHL,1998-06-01,1998-06-30,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7006,June,,40.399100000000,X
PHL,1998-07-01,1998-07-31,171,'608,Philippines,LCU,Local currency units per USD,PHP,Philippine Peso,1998,1998,7007,July,,41.780500000000,X
