Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
PHL,2012-05-01,2012-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7005,May,LCU,78600.000000,A
PHL,2012-06-01,2012-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7006,June,LCU,81900.000000,A
PHL,2012-07-01,2012-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7007,July,LCU,81375.000000,A
PHL,2012-08-01,2012-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7008,August,LCU,81375.000000,A
PHL,2012-09-01,2012-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7009,September,LCU,82125.000000,A
PHL,2012-10-01,2012-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7010,October,LCU,82425.000000,A
PHL,2012-11-01,2012-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7011,November,LCU,83925.000000,A
PHL,2012-12-01,2012-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2012,2012,7012,December,LCU,86925.000000,A
PHL,2013-01-01,2013-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,86219.400000,A
PHL,2013-01-01,2013-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7001,January,LCU,86523.000000,A
PHL,2013-02-01,2013-02-28,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7002,February,LCU,84647.000000,A
PHL,2013-03-01,2013-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7003,March,LCU,84780.000000,A
PHL,2013-04-01,2013-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7004,April,LCU,84458.000000,A
PHL,2013-05-01,2013-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7005,May,LCU,84675.000000,A
PHL,2013-06-01,2013-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7006,June,LCU,84836.000000,A
PHL,2013-07-01,2013-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7007,July,LCU,87005.000000,A
PHL,2013-08-01,2013-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7008,August,LCU,89284.000000,A
PHL,2013-09-01,2013-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7009,September,LCU,88254.000000,A
PHL,2013-10-01,2013-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7010,October,LCU,85345.000000,A
PHL,2013-11-01,2013-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7011,November,LCU,86586.000000,A
PHL,2013-12-01,2013-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2013,2013,7012,December,LCU,88240.000000,A
PHL,2014-01-01,2014-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,88425.000000,A
PHL,2014-01-01,2014-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7001,January,LCU,88987.000000,A
PHL,2014-02-01,2014-02-28,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7002,February,LCU,89146.000000,A
PHL,2014-03-01,2014-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7003,March,LCU,87157.000000,A
PHL,2014-04-01,2014-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7004,April,LCU,87997.000000,A
PHL,2014-05-01,2014-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7005,May,LCU,86738.000000,A
PHL,2014-06-01,2014-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,89550.000000,A
PHL,2014-07-01,2014-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,86608.000000,A
PHL,2014-08-01,2014-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,88459.000000,A
PHL,2014-09-01,2014-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,87149.000000,A
PHL,2014-10-01,2014-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,88939.000000,A
PHL,2014-11-01,2014-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,89005.000000,A
PHL,2014-12-01,2014-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,91371.000000,A
PHL,2015-01-01,2015-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,89370.000000,A
PHL,2015-01-01,2015-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,83400.000000,A
PHL,2015-02-01,2015-02-28,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7002,February,LCU,83190.000000,A
PHL,2015-03-01,2015-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7003,March,LCU,85800.000000,A
PHL,2015-04-01,2015-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7004,April,LCU,84465.000000,A
PHL,2015-05-01,2015-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7005,May,LCU,83790.000000,A
PHL,2015-06-01,2015-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7006,June,LCU,82455.000000,A
PHL,2015-07-01,2015-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7007,July,LCU,88200.000000,A
PHL,2015-08-01,2015-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7008,August,LCU,87885.000000,A
PHL,2015-09-01,2015-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7009,September,LCU,87405.000000,A
PHL,2015-10-01,2015-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7010,October,LCU,88455.000000,A
PHL,2015-11-01,2015-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7011,November,LCU,86745.000000,A
PHL,2015-12-01,2015-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2015,2015,7012,December,LCU,87960.000000,A
PHL,2016-01-01,2016-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,92775.000000,A
PHL,2016-01-01,2016-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,93225.000000,A
PHL,2016-02-01,2016-02-29,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,93600.000000,A
PHL,2016-03-01,2016-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,94875.000000,A
PHL,2016-04-01,2016-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,93075.000000,A
PHL,2016-05-01,2016-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,91275.000000,A
PHL,2016-06-01,2016-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,91050.000000,A
PHL,2016-07-01,2016-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,92925.000000,A
PHL,2016-08-01,2016-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,93075.000000,A
PHL,2016-09-01,2016-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,92550.000000,A
PHL,2016-10-01,2016-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,91875.000000,A
PHL,2016-11-01,2016-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,92775.000000,A
PHL,2016-12-01,2016-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,93150.000000,A
PHL,2017-01-01,2017-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,109310.000000,A
PHL,2017-01-01,2017-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,97650.000000,A
PHL,2017-02-01,2017-02-28,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,97875.000000,A
PHL,2017-03-01,2017-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,98400.000000,A
PHL,2017-04-01,2017-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,94950.000000,A
PHL,2017-05-01,2017-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,95475.000000,A
PHL,2017-06-01,2017-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,97725.000000,A
PHL,2017-07-01,2017-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,98775.000000,A
PHL,2017-08-01,2017-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,96225.000000,A
PHL,2017-09-01,2017-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,96150.000000,A
PHL,2017-10-01,2017-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,94425.000000,A
PHL,2017-11-01,2017-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,93600.000000,A
PHL,2017-12-01,2017-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,96525.000000,A
PHL,2018-01-01,2018-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,97650.000000,A
PHL,2018-01-01,2018-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,97425.000000,A
PHL,2018-02-01,2018-02-28,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7002,February,LCU,108970.000000,A
PHL,2018-03-01,2018-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7003,March,LCU,109140.000000,A
PHL,2018-04-01,2018-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7004,April,LCU,106675.000000,A
PHL,2018-05-01,2018-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,106420.000000,A
PHL,2018-06-01,2018-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,108630.000000,A
PHL,2018-07-01,2018-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7007,July,LCU,109395.000000,A
PHL,2018-08-01,2018-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,110075.000000,A
PHL,2018-09-01,2018-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,107440.000000,A
PHL,2018-10-01,2018-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,106845.000000,A
PHL,2018-11-01,2018-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7011,November,LCU,109055.000000,A
PHL,2018-12-01,2018-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2018,2018,7012,December,LCU,106590.000000,A
PHL,2019-01-01,2019-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,100875.000000,A
PHL,2019-01-01,2019-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,110075.000000,A
PHL,2019-02-01,2019-02-28,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7002,February,LCU,110925.000000,A
PHL,2019-03-01,2019-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7003,March,LCU,112540.000000,A
PHL,2019-04-01,2019-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7004,April,LCU,107950.000000,A
PHL,2019-05-01,2019-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7005,May,LCU,110245.000000,A
PHL,2019-06-01,2019-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,114920.000000,A
PHL,2019-07-01,2019-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7007,July,LCU,116280.000000,A
PHL,2019-08-01,2019-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,120700.000000,A
PHL,2019-09-01,2019-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,117045.000000,A
PHL,2019-10-01,2019-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,119510.000000,A
PHL,2019-11-01,2019-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,118405.000000,A
PHL,2019-12-01,2019-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,120020.000000,A
PHL,2020-01-01,2020-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,105300.000000,A
PHL,2020-01-01,2020-01-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7001,January,LCU,106125.000000,A
PHL,2020-02-01,2020-02-29,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7002,February,LCU,107625.000000,A
PHL,2020-03-01,2020-03-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7003,March,LCU,103125.000000,A
PHL,2020-04-01,2020-04-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7004,April,LCU,99975.000000,A
PHL,2020-05-01,2020-05-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7005,May,LCU,104700.000000,A
PHL,2020-06-01,2020-06-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7006,June,LCU,106950.000000,A
PHL,2020-07-01,2020-07-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7007,July,LCU,108900.000000,A
PHL,2020-08-01,2020-08-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7008,August,LCU,106350.000000,A
PHL,2020-09-01,2020-09-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7009,September,LCU,105375.000000,A
PHL,2020-10-01,2020-10-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7010,October,LCU,100500.000000,A
PHL,2020-11-01,2020-11-30,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7011,November,LCU,104400.000000,A
PHL,2020-12-01,2020-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5530,Producer Price (LCU/tonne),2020,2020,7012,December,LCU,108900.000000,A
PHL,1991-01-01,1991-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,39330.000000,A
PHL,1992-01-01,1992-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,43130.000000,A
PHL,1993-01-01,1993-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,41800.000000,A
PHL,1994-01-01,1994-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,43130.000000,A
PHL,1995-01-01,1995-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,38400.000000,A
PHL,1996-01-01,1996-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,40500.000000,A
PHL,1997-01-01,1997-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,40200.000000,A
PHL,1998-01-01,1998-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,44250.000000,A
PHL,1999-01-01,1999-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,47550.000000,A
PHL,2000-01-01,2000-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,44250.000000,A
PHL,2001-01-01,2001-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,44775.000000,A
PHL,2002-01-01,2002-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,48150.000000,A
PHL,2003-01-01,2003-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,48675.000000,A
PHL,2004-01-01,2004-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,54675.000000,A
PHL,2005-01-01,2005-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,57000.000000,A
PHL,2006-01-01,2006-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,59475.000000,A
PHL,2007-01-01,2007-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,63825.000000,A
PHL,2008-01-01,2008-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,68400.000000,A
PHL,2009-01-01,2009-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,76950.000000,A
PHL,2010-01-01,2010-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,79875.000000,A
PHL,2011-01-01,2011-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,79650.000000,A
PHL,2012-01-01,2012-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,81600.000000,A
PHL,2013-01-01,2013-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,86219.400000,A
PHL,2014-01-01,2014-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,88425.000000,A
PHL,2015-01-01,2015-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,89370.000000,A
PHL,2016-01-01,2016-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,92775.000000,A
PHL,2017-01-01,2017-12-31,171,'608,Philippines,1091,'0232,"Eggs from other birds in shell, fresh, n.e.c.",5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,109310.000000,A
